"g","imaginedexplicit1","imaginedexplicit2","imaginedexplicit3","imaginedexplicit4"
"ku      ",5,5,5,5
"unipd   ",6,2,6,7
"ku      ",3,2,5,6
"psu     ",5,3,4,2
"psu     ",2,1,4,1
"oxy     ",7,3,9,9
"psu     ",5,3,2,9
"psu     ",6,4,4,5
"psu     ",5,7,6,9
"ku      ",7,7,8,6
"psu     ",4,3,6,6
"wpi     ",5,8,7,5
"wpi     ",5,2,4,1
"vcu     ",4,1,1,4
"vcu     ",4,3,4,6
"vcu     ",5,6,6,7
"psu     ",2,1,1,2
"psu     ",7,1,7,2
"oxy     ",2,2,4,2
"psu     ",4,3,5,2
"oxy     ",5,7,9,9
"psu     ",1,1,1,1
"unipd   ",5,5,8,3
"psu     ",5,4,6,7
"psu     ",4,4,7,9
"wpi     ",5,2,1,5
"ku      ",4,3,3,5
"oxy     ",8,8,8,8
"oxy     ",5,5,9,9
"qccuny2 ",5,4,5,2
"wpi     ",6,6,6,9
"wpi     ",6,3,6,5
"wpi     ",6,1,1,3
"unipd   ",5,5,8,7
"unipd   ",1,1,9,1
"psu     ",5,5,7,5
"psu     ",5,2,5,5
"vcu     ",7,8,8,8
"ku      ",7,6,6,8
"oxy     ",9,4,9,9
"oxy     ",6,6,8,8
"psu     ",6,6,9,7
"wpi     ",3,3,5,3
"psu     ",5,5,7,5
"psu     ",1,2,2,2
"ku      ",6,7,7,7
"psu     ",1,1,1,1
"ufl     ",5,6,8,7
"wpi     ",8,3,6,9
"wpi     ",5,3,5,2
"tamuon  ",5,6,6,9
"vcu     ",5,5,4,4
"vcu     ",9,8,8,7
"psu     ",7,5,5,5
"psu     ",6,6,7,9
"psu     ",7,2,9,7
"psu     ",1,1,1,1
"psu     ",5,4,9,5
"tamuon  ",4,1,5,2
"ku      ",1,3,2,4
"qccuny2 ",7,9,8,5
"unipd   ",5,1,1,6
"qccuny2 ",1,1,1,1
"psu     ",1,2,5,2
"ufl     ",6,6,8,9
"wpi     ",7,5,8,3
"wpi     ",6,6,6,7
"oxy     ",5,4,7,4
"qccuny2 ",3,1,1,1
"oxy     ",7,3,5,3
"wpi     ",2,2,2,4
"wpi     ",8,8,7,9
"wpi     ",5,4,3,4
"wpi     ",7,3,5,2
"psu     ",6,6,5,2
"psu     ",5,2,4,7
"psu     ",3,1,3,3
"ku      ",5,4,5,5
"psu     ",4,1,5,5
"psu     ",6,2,5,9
"ku      ",6,6,6,9
"wpi     ",6,4,7,7
"wpi     ",5,5,5,5
"wpi     ",5,5,5,9
"unipd   ",4,3,4,4
"ku      ",8,7,8,9
"ku      ",5,3,5,2
"unipd   ",1,1,1,1
"unipd   ",2,1,7,6
"unipd   ",5,2,9,1
"tamuon  ",9,1,9,5
"luc     ",5,2,3,5
"ku      ",5,3,2,7
"unipd   ",6,6,9,6
"luc     ",5,3,5,6
"luc     ",6,4,7,9
"luc     ",5,5,6,6
"ku      ",3,9,6,9
"luc     ",9,3,9,5
"oxy     ",5,3,7,2
"luc     ",5,7,5,3
"luc     ",5,2,5,5
"luc     ",6,4,6,9
"luc     ",7,5,7,7
"tamuon  ",5,5,7,7
"luc     ",9,7,9,9
"tamuon  ",5,5,6,3
"oxy     ",5,5,6,9
"oxy     ",5,4,9,6
"oxy     ",NA,4,NA,9
"oxy     ",5,2,1,1
"luc     ",4,3,2,1
"oxy     ",3,5,5,8
"luc     ",2,1,1,1
"ku      ",6,3,7,2
"oxy     ",5,4,7,7
"oxy     ",9,9,9,8
"oxy     ",5,7,5,9
"oxy     ",6,5,9,9
"ku      ",9,9,9,9
"oxy     ",6,6,9,7
"oxy     ",7,6,9,3
"luc     ",1,1,2,2
"help    ",5,1,3,1
"help    ",6,2,7,2
"unipd   ",6,7,8,8
"help    ",4,1,2,1
"help    ",5,5,7,4
"oxy     ",9,7,9,7
"jmu     ",4,3,7,7
"help    ",7,6,7,6
"help    ",5,4,5,3
"help    ",7,6,7,4
"help    ",4,1,5,1
"help    ",6,5,6,5
"help    ",5,4,4,5
"help    ",8,4,7,1
"help    ",9,9,6,9
"help    ",7,5,5,3
"help    ",9,6,9,2
"help    ",5,4,5,2
"help    ",5,5,1,6
"help    ",7,6,7,3
"help    ",4,3,4,1
"help    ",4,3,9,2
"unipd   ",5,5,6,9
"unipd   ",8,5,8,8
"help    ",4,4,3,2
"unipd   ",5,5,5,9
"unipd   ",5,2,5,1
"unipd   ",3,2,5,5
"help    ",6,3,7,6
"help    ",5,1,3,2
"ku      ",6,1,3,1
"unipd   ",7,5,7,4
"unipd   ",3,6,6,4
"unipd   ",3,3,6,1
"help    ",7,5,7,5
"help    ",9,1,9,1
"ku      ",8,4,3,1
"unipd   ",5,3,6,2
"unipd   ",8,1,5,1
"ku      ",9,3,4,7
"unipd   ",5,5,7,1
"unipd   ",NA,NA,NA,NA
"ku      ",9,5,5,9
"ku      ",7,5,6,7
"ku      ",7,9,7,9
"unipd   ",5,3,5,3
"unipd   ",4,4,4,4
"unipd   ",8,8,9,8
"unipd   ",5,2,5,1
"unipd   ",6,6,6,7
"ku      ",7,6,6,8
"unipd   ",9,6,7,5
"unipd   ",8,6,7,5
"unipd   ",1,1,1,1
"ku      ",7,4,2,5
"luc     ",5,3,5,7
"qccuny2 ",1,1,1,1
"unipd   ",2,1,2,1
"qccuny2 ",3,1,1,1
"unipd   ",5,5,7,9
"qccuny2 ",9,5,5,9
"ku      ",5,4,5,8
"vcu     ",9,4,9,9
"vcu     ",5,3,3,3
"oxy     ",5,4,8,7
"ku      ",6,5,6,5
"oxy     ",7,7,5,5
"oxy     ",5,3,5,2
"vcu     ",9,7,9,5
"luc     ",4,2,4,2
"wpi     ",5,1,4,2
"ufl     ",5,2,5,9
"ufl     ",4,1,1,7
"unipd   ",5,5,8,7
"unipd   ",5,1,5,1
"oxy     ",7,6,7,9
"unipd   ",9,7,5,8
"ku      ",7,3,5,6
"oxy     ",5,5,6,6
"unipd   ",5,5,5,1
"oxy     ",6,6,9,9
"oxy     ",3,4,4,2
"vcu     ",2,1,2,1
"vcu     ",5,3,2,2
"vcu     ",2,2,1,1
"luc     ",3,5,3,8
"vcu     ",9,6,9,9
"vcu     ",9,7,9,9
"qccuny2 ",8,5,3,5
"qccuny2 ",7,6,9,3
"unipd   ",7,4,6,3
"qccuny2 ",2,1,5,1
"oxy     ",6,7,9,9
"unipd   ",5,3,7,3
"unipd   ",4,2,4,3
"oxy     ",6,5,5,7
"oxy     ",7,8,9,9
"oxy     ",6,6,8,3
"luc     ",5,4,5,7
"unipd   ",3,5,4,5
"oxy     ",2,3,8,7
"oxy     ",5,4,7,9
"oxy     ",5,5,5,9
"oxy     ",5,5,5,9
"luc     ",9,9,9,9
"unipd   ",9,7,5,6
"oxy     ",5,3,3,8
"unipd   ",2,1,3,2
"oxy     ",5,4,6,6
"oxy     ",4,2,4,2
"oxy     ",5,2,3,4
"oxy     ",5,3,6,8
"oxy     ",9,5,9,8
"oxy     ",6,4,5,6
"oxy     ",5,3,6,8
"unipd   ",1,1,5,1
"oxy     ",6,5,8,8
"oxy     ",5,9,5,7
"oxy     ",8,5,9,9
"oxy     ",1,1,2,1
"jmu     ",6,6,5,3
"oxy     ",5,5,9,5
"unipd   ",4,5,6,4
"unipd   ",5,7,7,6
"unipd   ",9,6,9,7
"unipd   ",5,3,6,1
"unipd   ",7,8,7,5
"ku      ",9,7,7,9
"unipd   ",8,5,5,3
"unipd   ",4,2,4,1
"unipd   ",5,2,1,1
"ku      ",4,4,6,7
"unipd   ",5,1,5,1
"unipd   ",8,4,8,2
"unipd   ",8,7,8,7
"unipd   ",8,8,8,8
"ku      ",5,4,4,6
"unipd   ",1,3,1,1
"ku      ",5,2,5,7
"unipd   ",7,3,3,1
"jmu     ",4,3,5,2
"unipd   ",5,5,9,5
"unipd   ",1,1,1,1
"unipd   ",8,7,9,8
"unipd   ",5,2,3,1
"unipd   ",2,8,3,4
"unipd   ",4,4,7,9
"jmu     ",6,3,6,2
"jmu     ",1,1,2,4
"unipd   ",8,6,8,9
"ku      ",5,3,5,2
"unipd   ",5,4,5,5
"jmu     ",8,2,9,1
"unipd   ",2,8,3,3
"unipd   ",3,1,4,2
"tilburg ",3,1,2,1
"tilburg ",4,4,1,6
"tilburg ",5,3,5,2
"tilburg ",5,2,5,3
"tilburg ",7,5,6,6
"tilburg ",9,7,9,9
"tilburg ",7,3,7,1
"tilburg ",6,3,4,5
"tilburg ",7,4,7,6
"tilburg ",5,6,4,6
"unipd   ",6,4,8,6
"tilburg ",2,1,1,2
"tilburg ",1,1,1,1
"tilburg ",5,5,4,7
"ku      ",5,8,6,9
"tilburg ",5,7,7,8
"tilburg ",3,2,5,2
"tilburg ",6,1,2,1
"unipd   ",5,5,8,6
"tilburg ",5,1,7,5
"tilburg ",9,9,9,9
"tilburg ",3,1,1,4
"tilburg ",7,5,5,9
"tilburg ",2,2,2,4
"tilburg ",5,4,3,1
"tilburg ",5,2,2,8
"tilburg ",5,4,5,3
"tilburg ",7,4,5,2
"tilburg ",1,2,1,2
"tilburg ",6,4,7,8
"tilburg ",5,5,5,7
"unipd   ",4,3,3,1
"ku      ",7,3,3,6
"unipd   ",7,7,7,7
"luc     ",5,4,6,6
"luc     ",6,3,6,9
"vcu     ",5,5,6,9
"vcu     ",1,1,5,9
"vcu     ",5,4,9,3
"vcu     ",9,5,5,7
"vcu     ",5,6,5,9
"vcu     ",7,2,5,1
"vcu     ",5,1,9,4
"vcu     ",9,6,9,4
"vcu     ",7,3,6,7
"unipd   ",3,6,4,3
"ku      ",6,7,5,4
"vcu     ",5,3,5,1
"wpi     ",5,3,6,3
"wpi     ",3,2,5,4
"vcu     ",6,7,9,9
"luc     ",5,7,6,6
"luc     ",8,9,5,9
"psu     ",5,5,5,9
"psu     ",7,2,5,2
"psu     ",7,3,6,1
"psu     ",4,2,4,2
"psu     ",5,7,5,7
"psu     ",2,3,3,2
"psu     ",7,5,3,2
"psu     ",7,1,3,1
"psu     ",4,3,3,6
"psu     ",7,8,5,3
"psu     ",3,2,4,5
"psu     ",5,3,6,3
"psu     ",5,5,7,7
"psu     ",7,7,9,9
"psu     ",5,1,5,8
"psu     ",5,2,7,6
"psu     ",2,1,5,7
"psu     ",4,2,4,5
"psu     ",4,3,4,3
"psu     ",4,3,7,3
"psu     ",4,3,3,5
"luc     ",9,5,9,6
"luc     ",4,1,2,2
"luc     ",1,1,1,1
"psu     ",6,3,6,6
"psu     ",3,2,3,2
"psu     ",4,2,4,5
"psu     ",3,3,5,4
"psu     ",6,6,6,6
"psu     ",5,4,6,2
"psu     ",5,3,5,7
"psu     ",5,2,5,1
"psu     ",1,1,1,1
"psu     ",2,3,2,1
"luc     ",9,7,9,9
"mcdaniel",2,3,3,4
"ku      ",4,2,6,5
"tilburg ",7,3,3,7
"tilburg ",2,2,2,2
"tilburg ",9,1,5,9
"tilburg ",1,5,1,7
"tilburg ",5,1,2,3
"tilburg ",6,4,6,9
"tilburg ",8,7,7,8
"unipd   ",7,6,9,8
"tilburg ",3,2,1,3
"ku      ",5,4,5,1
"tilburg ",4,2,6,7
"tilburg ",5,6,2,9
"tilburg ",7,7,4,6
"tilburg ",5,1,5,2
"tilburg ",5,1,1,1
"tilburg ",6,5,3,8
"tilburg ",5,2,2,7
"tilburg ",3,2,2,6
"tilburg ",5,6,4,4
"qccuny2 ",7,4,7,4
"qccuny2 ",4,3,4,3
"qccuny2 ",6,4,5,3
"qccuny2 ",2,3,4,2
"qccuny2 ",3,1,3,2
"qccuny2 ",9,7,7,9
"qccuny2 ",5,6,8,2
"qccuny2 ",3,3,7,7
"qccuny2 ",5,2,3,4
"qccuny2 ",5,5,5,5
"ku      ",5,2,4,2
"vcu     ",9,6,9,9
"vcu     ",5,2,5,5
"qccuny2 ",5,2,5,8
"psu     ",4,1,3,1
"psu     ",3,1,4,3
"psu     ",5,2,6,6
"luc     ",5,5,5,9
"psu     ",2,1,3,2
"psu     ",4,2,6,7
"psu     ",7,7,5,5
"qccuny2 ",2,3,3,2
"psu     ",5,1,8,7
"psu     ",5,4,9,3
"psu     ",2,1,5,1
"psu     ",5,2,7,7
"qccuny2 ",1,1,1,1
"wpi     ",6,2,3,6
"wpi     ",8,5,5,7
"qccuny2 ",9,6,7,4
"qccuny2 ",5,1,5,1
"qccuny2 ",9,3,4,1
"psu     ",4,4,5,7
"psu     ",3,2,2,2
"psu     ",5,4,6,9
"luc     ",4,5,6,6
"luc     ",4,2,5,4
"psu     ",4,2,4,5
"psu     ",2,1,1,1
"psu     ",5,5,5,8
"psu     ",5,3,6,2
"luc     ",5,6,5,3
"luc     ",5,6,5,7
"luc     ",6,5,3,6
"luc     ",9,6,7,6
"tilburg ",2,1,1,1
"tilburg ",5,4,4,2
"tilburg ",2,1,1,6
"tilburg ",5,2,3,6
"tilburg ",3,1,1,4
"tilburg ",2,2,2,1
"ku      ",9,5,5,7
"unipd   ",5,8,6,5
"qccuny2 ",5,3,5,8
"tilburg ",3,1,3,3
"tilburg ",5,4,5,7
"tilburg ",3,3,3,7
"tilburg ",6,2,2,2
"tilburg ",4,2,2,2
"tilburg ",3,2,3,1
"tilburg ",2,1,1,5
"tilburg ",5,5,5,7
"tilburg ",9,4,9,6
"qccuny2 ",9,7,7,7
"qccuny2 ",3,2,4,1
"uva     ",5,2,9,6
"uva     ",3,2,3,6
"uva     ",5,4,8,9
"uva     ",5,5,6,9
"uva     ",5,5,5,6
"uva     ",5,3,5,5
"uva     ",5,6,6,7
"uva     ",5,3,5,9
"uva     ",2,1,5,1
"uva     ",5,5,5,5
"uva     ",9,7,9,9
"uva     ",7,4,5,7
"uva     ",2,2,5,5
"wpi     ",5,1,4,1
"wpi     ",6,7,7,7
"wpi     ",5,5,6,3
"wpi     ",5,2,1,9
"wpi     ",6,6,7,4
"wpi     ",3,2,2,2
"psu     ",9,9,9,9
"psu     ",2,1,5,2
"psu     ",3,3,6,5
"psu     ",6,2,5,1
"psu     ",4,3,3,4
"psu     ",5,2,7,8
"wpi     ",7,5,5,7
"wpi     ",4,2,3,2
"psu     ",1,1,1,1
"psu     ",4,4,4,7
"psu     ",5,4,5,7
"psu     ",5,1,9,9
"psu     ",2,1,2,2
"wpi     ",7,9,5,6
"wpi     ",8,5,8,4
"psu     ",1,1,3,1
"psu     ",2,3,2,2
"psu     ",3,4,4,4
"psu     ",2,1,6,1
"psu     ",3,2,2,2
"psu     ",3,2,3,3
"psu     ",6,2,9,6
"wpi     ",5,1,3,1
"wpi     ",5,1,5,8
"wpi     ",6,7,8,7
"wpi     ",5,6,5,9
"tilburg ",5,5,5,6
"tilburg ",3,2,1,1
"tilburg ",4,4,4,7
"tilburg ",6,2,2,7
"tilburg ",6,3,6,9
"tilburg ",5,6,5,7
"tilburg ",5,1,6,1
"tilburg ",5,1,5,1
"tilburg ",6,2,3,2
"tilburg ",5,5,4,5
"tilburg ",6,2,4,2
"tilburg ",3,1,1,5
"tilburg ",6,1,3,2
"tilburg ",7,3,2,7
"tilburg ",5,3,5,3
"tilburg ",4,2,4,6
"tilburg ",7,5,6,7
"qccuny2 ",4,5,5,2
"uva     ",6,5,8,6
"wpi     ",3,5,2,1
"wpi     ",8,4,6,6
"uva     ",5,2,3,8
"uva     ",9,3,5,2
"msvu    ",6,4,8,7
"qccuny2 ",5,7,8,6
"qccuny2 ",5,2,9,1
"uva     ",4,4,4,3
"uva     ",3,1,5,5
"wpi     ",5,6,5,7
"uva     ",1,1,1,1
"wpi     ",5,3,5,6
"wpi     ",5,4,6,2
"uva     ",9,7,9,9
"wpi     ",7,8,7,9
"qccuny2 ",6,2,8,3
"qccuny2 ",4,1,3,1
"oxy     ",8,5,8,9
"tilburg ",3,2,3,7
"tilburg ",3,1,4,6
"tilburg ",9,5,5,9
"ku      ",5,3,7,9
"msvu    ",3,2,1,2
"uva     ",5,3,7,5
"uva     ",9,3,9,5
"uva     ",3,2,3,2
"uva     ",5,7,5,1
"uva     ",6,5,6,9
"uva     ",3,6,6,6
"qccuny2 ",1,3,3,3
"uva     ",3,3,7,5
"uva     ",9,9,6,9
"uva     ",1,1,1,1
"uva     ",5,5,7,7
"uva     ",7,5,6,6
"uva     ",3,6,5,2
"ku      ",7,4,5,7
"ku      ",6,5,6,7
"ku      ",5,4,5,9
"ku      ",1,2,4,4
"ku      ",9,4,6,6
"ku      ",3,2,3,3
"ku      ",5,2,3,4
"ku      ",1,1,6,4
"ku      ",9,8,9,6
"ku      ",7,5,5,6
"ku      ",5,5,5,7
"ku      ",4,3,4,6
"ku      ",9,5,9,5
"ku      ",5,3,3,5
"ku      ",5,3,1,1
"ku      ",5,4,5,7
"ku      ",6,4,5,9
"ku      ",6,7,5,7
"ku      ",9,6,5,9
"ku      ",3,4,5,6
"ku      ",5,5,5,2
"ku      ",5,6,3,9
"ku      ",4,6,7,5
"ku      ",5,4,5,3
"ku      ",5,5,5,5
"ku      ",6,4,6,6
"ku      ",7,3,5,7
"ku      ",7,3,5,6
"ku      ",7,4,8,4
"ku      ",3,6,7,9
"ku      ",9,6,7,7
"ku      ",7,9,7,9
"ku      ",7,4,7,4
"ku      ",9,5,5,7
"ku      ",5,3,3,9
"ku      ",7,3,6,3
"ku      ",5,1,5,1
"ku      ",7,5,6,7
"ku      ",7,5,7,3
"uva     ",1,2,6,3
"uva     ",7,5,6,3
"uva     ",3,6,6,8
"uva     ",8,6,9,9
"uva     ",6,7,6,9
"uva     ",5,3,5,3
"uva     ",6,4,5,6
"uva     ",7,5,9,9
"ku      ",5,3,5,2
"ku      ",5,5,5,5
"ku      ",7,8,6,9
"ku      ",9,7,8,9
"ku      ",9,6,6,6
"ku      ",6,4,7,3
"ku      ",7,7,8,9
"ku      ",9,9,9,9
"ku      ",8,3,7,7
"ku      ",6,4,4,6
"ku      ",4,5,4,7
"ku      ",8,6,6,1
"ku      ",9,3,9,8
"ku      ",9,2,9,9
"ku      ",5,4,5,6
"ku      ",3,3,5,8
"ku      ",3,3,3,8
"ku      ",7,6,8,3
"ku      ",5,9,2,9
"ku      ",4,1,1,1
"ku      ",7,1,4,4
"ku      ",5,4,2,3
"ku      ",6,6,5,4
