"g","and1.3_1","and1.3_2","and1.3_3","and1.3_4","and1.3_5"
"tilburgcomm",5,6,6,6,6
"tilburgcomm",5,6,6,5,5
"tilburgcomm",5,6,6,7,5
"tilburgcomm",5,3,5,7,5
"tilburgcomm",2,4,5,4,3
"tilburgcomm",6,6,6,6,5
"tilburgcomm",6,5,7,7,6
"tilburgcomm",3,2,2,6,2
"tilburgcomm",4,5,5,7,1
"tilburgcomm",6,7,7,6,6
"tilburgcomm",6,6,7,6,6
"tilburgcomm",5,5,5,6,6
"tilburgcomm",7,6,7,6,5
"tilburgcomm",5,4,5,6,7
"tilburgcomm",5,5,6,4,5
"tilburgcomm",5,6,5,5,5
"tilburgcomm",6,6,6,6,6
"tilburgcomm",6,6,6,3,6
"tilburgcomm",3,5,5,3,3
"tilburgcomm",2,2,3,2,1
"tilburgcomm",5,5,6,6,3
"tilburgcomm",5,5,5,5,2
"tilburgcomm",4,5,6,4,6
"tilburgcomm",6,6,7,6,6
"tilburgcomm",5,5,5,5,2
"tilburgcomm",5,5,5,3,2
"tilburgcomm",5,7,6,5,6
"tilburgcomm",4,4,5,3,5
"tilburgcomm",5,6,7,6,6
"tilburgcomm",5,7,6,6,5
"navarra",5,5,6,6,6
"navarra",6,6,7,6,6
"navarra",5,6,6,5,4
"navarra",6,6,7,6,6
"navarra",6,7,6,6,5
"navarra",3,6,5,6,3
"navarra",5,6,6,6,5
"navarra",6,7,7,6,7
"navarra",6,6,5,7,4
"navarra",5,5,6,6,3
"navarra",6,6,6,6,5
"navarra",5,7,4,4,6
"navarra",5,5,7,5,6
"navarra",6,6,6,5,4
"navarra",6,6,6,6,7
"navarra",6,6,6,5,2
"navarra",3,3,5,5,3
"navarra",7,7,7,7,7
"navarra",3,6,5,5,3
"navarra",6,7,7,7,1
"navarra",5,5,5,5,5
"lausanne",5,3,6,3,4
"lausanne",3,6,3,3,2
"lausanne",5,6,5,6,6
"lausanne",5,4,6,3,4
"lausanne",5,6,6,5,6
"lausanne",5,6,6,5,5
"lausanne",6,7,7,7,6
"lausanne",6,6,6,7,7
"lausanne",5,5,5,5,5
"lausanne",5,5,4,5,5
"lausanne",6,6,6,6,4
"lausanne",3,5,5,4,3
"lausanne",5,6,6,3,5
"lausanne",3,6,4,5,2
"lausanne",6,5,7,6,6
"lausanne",3,3,2,6,2
"lausanne",4,5,5,5,2
"lausanne",5,7,6,6,7
"lausanne",7,7,7,6,7
"lausanne",5,7,5,5,3
"lausanne",2,6,5,3,3
"lausanne",5,5,5,5,4
"lausanne",4,5,5,6,3
"lausanne",5,6,6,6,3
"lausanne",6,7,6,7,6
"lausanne",2,5,3,3,2
"lausanne",5,5,5,6,5
"lausanne",6,7,6,7,6
"lausanne",5,5,6,6,5
"lausanne",4,6,5,6,3
"lausanne",6,6,7,7,6
"lausanne",4,5,4,4,3
"lausanne",5,4,5,6,1
"lausanne",5,7,6,5,4
"lausanne",6,6,6,6,3
"lausanne",4,6,5,5,4
"lausanne",6,7,7,7,7
"lausanne",6,7,7,6,6
"lausanne",3,6,6,3,6
"lausanne",3,2,5,4,3
"lausanne",6,7,6,6,5
"lausanne",5,7,6,5,5
"lausanne",4,6,5,4,5
"lausanne",7,7,7,7,7
"lausanne",5,7,6,6,5
"lausanne",6,7,7,7,5
"lausanne",4,5,4,5,4
"lausanne",6,6,7,7,7
"lausanne",3,5,3,4,4
"lausanne",1,3,4,1,1
"lausanne",2,5,6,5,2
"lausanne",5,6,5,7,6
"lausanne",6,5,5,4,3
"lausanne",6,7,6,6,6
"lausanne",4,5,5,5,5
"lausanne",2,6,2,3,2
"lausanne",5,5,6,5,5
"lausanne",3,2,2,3,2
"lausanne",6,5,6,5,5
"lausanne",4,5,6,5,4
"lausanne",6,6,4,5,2
"lausanne",5,6,6,6,7
"poitiers",2,6,4,3,1
"poitiers",5,6,7,7,7
"poitiers",6,7,6,6,6
"poitiers",4,5,6,5,2
"poitiers",6,7,7,6,5
"poitiers",3,5,4,3,1
"poitiers",5,6,6,6,5
"poitiers",5,6,7,4,6
"poitiers",5,7,7,5,7
"poitiers",4,7,6,5,3
"poitiers",6,6,6,7,5
"poitiers",5,6,5,6,2
"poitiers",5,4,6,6,6
"poitiers",5,7,6,4,6
"poitiers",6,7,5,6,3
"poitiers",4,6,6,3,3
"poitiers",5,7,6,6,5
"poitiers",6,6,6,5,3
"poitiers",4,4,2,4,3
"elte",7,7,7,7,6
"eltetab",7,7,7,6,3
"elte",6,6,5,6,6
"eltetab",6,7,6,6,5
"elte",7,7,7,7,7
"elte",2,3,5,4,2
"eltetab",5,6,5,4,3
"elte",5,5,5,5,3
"elte",2,4,3,2,3
"elte",5,6,6,5,4
"eltetab",1,3,1,3,7
"eltetab",5,7,5,7,5
"elte",7,6,7,6,7
"eltetab",6,6,3,3,4
"elte",6,7,6,7,5
"eltetab",6,6,5,4,5
"elte",5,6,6,6,4
"elte",5,5,6,6,5
"eltetab",6,6,6,6,3
"eltetab",6,5,5,6,7
"elte",6,5,6,6,5
"eltetab",5,5,5,6,2
"elte",5,6,7,7,6
"elte",4,5,4,2,2
"elte",6,6,6,6,6
"elte",5,7,6,7,5
"elte",5,5,5,5,5
"elte",4,5,6,4,5
"eltetab",1,2,3,3,4
"eltetab",2,5,3,5,6
"eltetab",7,6,7,6,3
"elte",5,4,5,7,7
"elte",7,7,7,7,7
"elte",3,6,5,5,3
"eltetab",6,6,6,5,7
"elte",6,5,6,6,2
"eltetab",5,7,6,5,3
"eltetab",4,4,6,5,3
"eltetab",3,6,5,7,1
"eltetab",6,6,6,6,3
"elte",3,6,5,4,1
"elte",3,5,3,6,1
"eltetab",7,6,6,6,6
"elte",6,5,6,5,3
"elte",3,5,5,6,2
"elte",5,6,5,6,3
"elte",7,7,7,6,7
"eltetab",2,4,2,5,3
"eltetab",5,6,6,6,5
"elte",7,7,7,7,4
"elte",5,6,6,5,2
"eltetab",6,5,6,6,3
"elte",2,4,2,4,1
"eltetab",1,3,2,5,2
"elte",6,6,6,7,6
"elte",2,4,3,3,2
"eltetab",6,6,6,6,3
"eltetab",7,7,6,7,6
"elte",6,6,6,5,5
"eltetab",7,7,7,5,6
"elte",4,6,7,7,7
"eltetab",6,6,5,2,3
"eltetab",5,5,6,6,7
"eltetab",5,5,6,4,3
"eltetab",6,6,6,1,5
"elte",6,6,7,6,6
"elte",7,7,6,5,3
"eltetab",6,6,7,6,7
"elte",3,4,2,5,1
"eltetab",5,3,5,4,5
"elte",3,4,5,5,2
"eltetab",6,5,6,6,5
"elte",3,6,3,5,1
"elte",4,5,3,3,2
"eltetab",3,3,3,5,3
"eltetab",5,4,5,1,6
"elte",6,7,5,6,5
"eltetab",5,6,3,2,2
"elte",6,5,3,3,1
"eltetab",6,7,7,6,6
"elte",3,3,2,3,1
"elte",3,5,3,4,2
"eltetab",3,6,6,3,2
"elte",6,5,6,7,7
"eltetab",2,3,3,3,3
"eltetab",3,4,5,5,3
"elte",6,6,6,6,6
"elte",5,4,5,5,6
"eltetab",4,5,5,5,4
"elte",5,6,5,6,3
"elte",6,6,6,6,5
"eltetab",6,5,6,7,7
"elte",6,6,6,5,6
"elte",5,5,5,6,4
"eltetab",7,7,6,6,6
"eltetab",7,5,7,6,7
"elte",6,7,7,6,5
"eltetab",4,5,5,5,2
"elte",4,5,5,7,6
"mturk_india",3,2,3,2,2
"mturk_india",4,5,5,6,3
"mturk_india",4,4,6,5,3
"mturk_india",6,6,6,6,6
"mturk_india",6,7,7,6,6
"mturk_india",4,2,1,5,3
"mturk_india",6,6,6,5,5
"mturk_india",5,6,6,6,6
"mturk_india",7,7,7,7,1
"mturk_india",5,6,7,6,6
"mturk_india",6,5,6,5,6
"mturk_india",5,5,4,5,4
"mturk_india",6,6,6,7,7
"mturk_india",5,5,5,4,4
"mturk_india",3,4,5,5,3
"mturk_india",6,6,6,6,4
"mturk_india",5,6,4,5,5
"mturk_india",4,4,5,4,4
"mturk_india",6,6,6,6,6
"mturk_india",6,6,6,6,6
"mturk_india",5,5,5,6,6
"mturk_india",6,6,6,6,6
"mturk_india",5,5,6,5,4
"mturk_india",3,4,5,2,7
"mturk_india",5,3,3,5,3
"mturk_india",5,5,5,5,5
"mturk_india",4,4,5,5,4
"mturk_india",6,6,7,6,5
"mturk_india",6,6,6,6,7
"mturk_india",5,2,3,5,6
"mturk_india",5,4,6,6,6
"mturk_india",5,6,4,5,3
"mturk_india",2,5,6,3,4
"mturk_india",7,7,7,1,1
"mturk_india",3,4,5,4,6
"mturk_india",4,7,6,5,5
"mturk_india",6,6,7,7,4
"mturk_india",4,1,1,1,7
"mturk_india",5,6,6,6,6
"mturk_india",6,6,6,6,3
"mturk_india",5,5,5,5,3
"mturk_india",5,6,7,5,2
"mturk_india",6,6,7,7,6
"mturk_india",5,7,7,6,6
"mturk_india",6,7,7,7,7
"mturk_india",6,6,6,6,6
"mturk_india",7,6,6,5,6
"mturk_india",6,6,6,6,2
"mturk_india",6,3,6,5,5
"mturk_india",7,7,7,7,7
"mturk_india",4,3,5,7,1
"mturk_india",7,7,7,7,7
"mturk_india",5,5,6,5,3
"mturk_india",4,6,6,5,5
"mturk_india",6,5,5,6,5
"mturk_india",5,1,5,2,5
"mturk_india",5,6,6,6,4
"mturk_india",6,6,6,6,6
"mturk_india",6,5,4,5,2
"mturk_india",6,6,6,6,5
"mturk_india",6,6,5,5,6
"mturk_india",4,4,4,4,2
"mturk_india",6,6,6,6,6
"mturk_india",5,6,6,5,5
"mturk_india",7,6,6,7,5
"mturk_india",6,6,7,7,5
"mturk_india",4,5,5,6,1
"mturk_india",5,5,5,5,3
"mturk_india",7,6,6,6,4
"mturk_india",6,5,6,6,7
"mturk_india",3,2,4,3,2
"mturk_india",5,5,5,4,6
"mturk_india",3,3,6,5,1
"mturk_india",7,7,7,7,7
"mturk_india",4,4,4,4,4
"mturk_india",5,5,7,6,3
"mturk_india",4,5,5,4,3
"mturk_india",5,3,3,5,4
"mturk_india",5,6,7,6,5
"mturk_india",5,6,6,5,7
"mturk_india",4,3,4,3,2
"mturk_india",5,6,5,5,5
"mturk_india",5,6,6,7,7
"mturk_india",4,4,5,4,2
"mturk_india",4,6,6,5,3
"mturk_india",6,5,6,5,5
"mturk_india",7,7,7,7,6
"mturk_india",6,5,5,5,2
"mturk_india",7,6,7,6,6
"mturk_india",4,5,6,5,3
"mturk_india",6,6,6,6,6
"mturk_india",7,7,7,7,7
"mturk_india",5,6,6,6,5
"mturk_india",2,4,4,4,1
"mturk_india",6,5,5,5,6
"mturk_india",3,6,5,6,5
"mturk_india",3,3,5,4,4
"mturk_india",2,2,3,5,1
"mturk_india",5,6,5,6,4
"mturk_india",7,7,7,7,3
"mturk_india",2,1,2,6,2
"mturk_india",5,5,5,5,5
"mturk_india",5,6,6,5,5
"mturk_india",4,5,5,5,5
"mturk_india",4,6,4,5,5
"mturk_india",6,6,6,7,6
"mturk_india",5,4,6,5,5
"mturk_india",3,5,3,4,4
"mturk_india",5,3,4,5,4
"mturk_india",1,1,1,1,6
"mturk_india",4,4,5,5,2
"mturk_india",6,5,6,4,5
"mturk_india",4,4,4,4,4
"mturk_india",6,6,6,6,6
"mturk_india",7,7,7,6,5
"mturk_india",7,7,7,6,6
"mturk_india",5,5,7,5,5
"mturk_india",6,6,6,5,6
"mturk_india",5,6,5,6,1
"mturk_india",6,5,6,6,4
"mturk_india",6,7,7,7,7
"mturk_india",6,6,6,6,6
"mturk_india",4,2,3,3,3
"mturk_india",1,3,5,1,2
"mturk_india",5,4,5,5,3
"mturk_india",6,7,6,6,2
"mturk_india",4,4,4,5,4
"mturk_india",7,6,7,6,7
"mturk_india",4,3,7,3,4
"mturk_india",6,6,6,6,7
"mturk_india",6,6,4,6,6
"mturk_india",7,7,7,7,7
"mturk_india",4,4,5,6,2
"mturk_india",4,3,5,4,4
"mturk_india",5,5,3,4,3
"mturk_india",6,7,7,7,6
"mturk_india",6,6,7,6,5
"mturk_india",2,3,3,4,1
"mturk_india",5,7,6,5,6
"mturk_india",5,5,5,5,6
"mturk_india",5,5,6,6,5
"mturk_india",6,6,5,5,7
"mturk_india",5,6,6,5,4
"mturk_india",5,7,5,2,5
"mturk_india",6,6,6,6,6
"mturk_india",5,6,5,5,5
"mturk_india",4,6,4,4,4
"mturk_india",6,7,6,6,6
"mturk_india",6,2,6,7,1
"mturk_india",6,6,6,6,6
"mturk_india",6,5,6,3,4
"mturk_india",4,4,5,5,2
"winchester",6,6,7,5,3
"winchester",6,6,6,6,6
"winchester",6,5,6,6,5
"winchester",2,2,5,5,6
"winchester",3,6,3,5,2
"winchester",7,7,7,7,7
"winchester",3,5,5,5,3
"winchester",6,5,6,7,6
"winchester",5,5,6,4,2
"winchester",3,6,6,6,2
"winchester",4,5,5,5,4
"winchester",6,6,6,6,4
"winchester",5,6,6,6,6
"winchester",5,6,6,6,3
"winchester",2,6,4,2,3
"winchester",3,3,6,7,1
"winchester",2,5,1,2,1
"winchester",5,6,6,7,5
"winchester",2,6,4,5,1
"winchester",3,4,4,6,2
"winchester",3,5,2,2,2
"winchester",6,6,7,5,6
"winchester",6,6,7,6,6
"winchester",3,3,3,7,2
"winchester",7,6,7,6,5
"winchester",3,4,4,4,3
"winchester",3,7,7,7,3
"winchester",3,4,5,4,4
"winchester",6,6,6,6,6
"winchester",6,6,7,6,3
"winchester",4,5,6,5,3
"winchester",5,7,6,7,4
"winchester",5,5,5,5,5
"winchester",3,5,6,3,6
"winchester",4,5,5,5,5
"winchester",5,7,6,5,3
"winchester",3,2,3,3,2
"winchester",5,5,5,5,5
"winchester",4,5,5,6,2
"winchester",4,4,6,7,4
"winchester",4,4,5,5,4
"winchester",3,3,5,6,3
"winchester",5,5,6,5,5
"winchester",5,6,5,5,3
"winchester",2,3,5,2,2
"winchester",3,4,5,3,3
"winchester",5,7,7,5,3
"winchester",5,5,5,5,5
"winchester",5,5,7,5,7
"winchester",5,5,5,5,4
"winchester",4,5,4,6,2
"winchester",3,5,3,5,2
"winchester",7,7,7,7,6
"winchester",2,2,4,5,1
"winchester",2,2,2,2,2
"winchester",7,7,7,3,6
"winchester",4,4,5,5,1
"winchester",5,6,6,6,5
"winchester",2,5,1,6,2
"winchester",1,5,2,4,1
"winchester",3,6,5,5,2
"winchester",6,6,6,3,6
"winchester",5,6,6,4,5
"winchester",5,7,6,6,6
"winchester",6,6,6,6,6
"winchester",5,7,7,6,5
"winchester",3,5,5,2,3
"winchester",5,3,6,5,3
"winchester",5,6,6,7,6
"winchester",6,6,6,6,4
"winchester",5,6,6,6,4
"winchester",4,2,5,6,3
"winchester",1,1,1,2,2
"doshisha",3,5,3,5,3
"doshisha",4,5,6,5,4
"doshisha",5,5,6,4,5
"doshisha",4,5,5,3,5
"doshisha",5,4,5,2,3
"doshisha",3,4,3,3,4
"doshisha",5,6,6,6,6
"doshisha",2,2,3,2,1
"doshisha",4,5,4,4,7
"doshisha",3,5,5,3,3
"doshisha",3,3,4,3,3
"doshisha",5,5,5,5,3
"doshisha",2,5,3,5,1
"doshisha",6,7,1,5,1
"doshisha",6,6,6,5,5
"doshisha",5,5,6,6,5
"doshisha",5,5,6,6,7
"doshisha",2,2,5,3,1
"doshisha",2,3,5,4,2
"doshisha",2,2,4,2,3
"doshisha",5,6,7,5,7
"doshisha",4,4,5,6,3
"doshisha",3,5,3,5,2
"doshisha",3,4,5,5,2
"doshisha",3,5,5,3,3
"doshisha",2,1,4,3,1
"doshisha",4,6,5,5,3
"doshisha",4,5,5,5,4
"doshisha",3,6,6,6,3
"doshisha",3,3,3,3,5
"doshisha",5,4,5,3,5
"doshisha",1,3,3,3,2
"doshisha",5,5,5,5,6
"doshisha",5,3,2,6,5
"doshisha",2,2,6,6,6
"doshisha",4,5,5,3,3
"doshisha",4,5,5,2,5
"doshisha",4,5,4,5,3
"doshisha",5,6,7,6,2
"doshisha",3,4,4,4,2
"doshisha",3,5,6,4,6
"doshisha",3,5,5,2,4
"doshisha",4,3,3,3,3
"doshisha",1,3,4,2,2
"doshisha",3,4,4,3,2
"doshisha",3,6,6,5,5
"doshisha",2,4,4,5,1
"doshisha",3,5,6,3,4
"doshisha",4,4,3,2,3
"doshisha",2,4,2,2,5
"doshisha",2,3,4,2,3
"doshisha",3,5,5,3,2
"doshisha",3,5,5,4,5
"doshisha",2,3,4,2,3
"doshisha",2,4,4,3,1
"doshisha",5,4,4,4,3
"doshisha",6,5,4,6,2
"doshisha",1,1,3,3,1
"doshisha",5,6,5,5,3
"doshisha",4,6,5,6,4
"doshisha",5,1,1,5,1
"doshisha",1,1,1,1,1
"doshisha",2,4,5,4,2
"vuw",4,4,4,4,4
"vuw",4,3,4,3,3
"vuw",5,5,5,5,4
"vuw",4,4,4,2,5
"vuw",4,4,4,5,3
"vuw",1,4,2,3,5
"vuw",3,5,6,6,2
"vuw",5,6,5,5,5
"vuw",4,6,5,2,3
"vuw",3,4,5,5,1
"vuw",6,6,6,6,5
"vuw",4,3,5,4,1
"vuw",5,6,5,6,3
"vuw",5,6,6,5,7
"vuw",5,4,5,5,3
"vuw",7,7,7,5,5
"vuw",3,4,3,5,2
"vuw",6,6,5,6,6
"vuw",3,3,3,5,3
"vuw",5,6,6,5,6
"vuw",4,5,6,6,5
"vuw",2,3,3,4,1
"vuw",4,5,5,5,4
"vuw",7,6,6,6,6
"vuw",3,2,4,5,2
"vuw",5,4,4,2,3
"vuw",5,6,6,5,3
"vuw",3,3,3,6,4
"vuw",5,5,6,5,5
"vuw",6,6,6,6,4
"vuw",3,6,5,6,3
"vuw",3,6,6,6,6
"vuw",6,6,6,6,4
"vuw",4,4,4,4,4
"vuw",5,7,6,6,5
"vuw",4,5,5,5,6
"vuw",5,7,7,6,5
"vuw",5,7,6,4,4
"vuw",6,5,5,6,4
"vuw",5,5,4,2,2
"vuw",4,3,3,3,3
"vuw",5,7,6,6,6
"vuw",5,5,4,4,4
"vuw",3,5,5,6,5
"vuw",6,6,6,3,2
"vuw",5,5,6,4,4
"vuw",6,6,6,6,5
"vuw",3,2,4,4,2
"vuw",5,5,5,5,5
"vuw",1,2,2,2,2
"vuw",3,2,4,5,5
"vuw",5,6,7,6,3
"vuw",2,4,5,2,2
"vuw",2,2,3,2,3
"vuw",6,7,6,6,6
"vuw",5,5,5,6,4
"vuw",3,3,3,3,3
"vuw",2,7,3,3,1
"vuw",5,6,6,6,5
"vuw",4,6,5,4,5
"vuw",4,6,6,5,5
"wroclaw",2,2,3,2,3
"wroclaw",6,3,6,6,6
"wroclaw",5,6,5,5,4
"wroclaw",3,5,3,5,2
"wroclaw",5,5,6,5,6
"wroclaw",5,6,2,2,5
"wroclaw",5,5,6,2,3
"wroclaw",2,5,4,3,3
"wroclaw",2,4,5,1,4
"wroclaw",2,2,5,2,3
"wroclaw",4,6,6,6,5
"wroclaw",5,5,6,3,4
"wroclaw",2,3,4,2,1
"wroclaw",4,6,6,7,5
"wroclaw",4,5,6,4,6
"wroclaw",1,3,2,1,1
"wroclaw",3,5,5,2,3
"wroclaw",4,4,6,4,4
"wroclaw",5,6,6,5,7
"wroclaw",4,5,5,1,3
"wroclaw",4,6,5,4,5
"wroclaw",5,7,6,5,5
"wroclaw",5,4,5,6,3
"wroclaw",2,4,5,2,3
"wroclaw",1,6,1,1,1
"wroclaw",4,5,6,3,6
"wroclaw",5,3,6,6,5
"wroclaw",4,4,6,4,5
"wroclaw",5,6,6,5,7
"wroclaw",1,6,2,2,1
"wroclaw",5,6,5,4,5
"wroclaw",4,6,6,5,5
"wroclaw",5,4,6,5,6
"wroclaw",6,5,6,5,4
"wroclaw",2,2,5,1,1
"wroclaw",2,3,3,3,3
"wroclaw",5,5,5,5,5
"wroclaw",1,4,7,3,4
"wroclaw",5,6,7,6,6
"wroclaw",4,4,4,5,5
"wroclaw",3,2,6,3,5
"wroclaw",4,3,6,7,5
"swps",4,7,6,5,4
"swps",4,5,5,3,3
"swps",3,5,3,1,6
"swps",5,5,6,5,5
"swps",6,5,6,6,6
"swps",5,2,6,6,7
"swps",4,5,5,5,4
"swps",5,6,6,5,6
"swps",4,4,6,6,5
"swps",6,6,5,6,4
"swps",3,7,5,3,3
"swps",3,4,6,3,6
"swps",4,5,5,3,2
"swps",3,6,3,2,2
"swps",5,7,7,5,4
"swps",4,7,6,4,6
"swps",1,5,4,1,1
"swps",6,6,6,6,4
"swps",4,4,5,4,4
"swps",4,3,5,3,5
"swps",4,7,7,6,7
"swps",4,4,7,5,5
"swps",3,6,5,4,3
"swps",5,5,6,4,6
"swps",6,7,6,5,4
"swps",5,6,6,2,2
"swps",4,5,5,4,5
"badaniaon",2,4,2,3,1
"badaniaon",4,7,6,3,5
"badaniaon",2,6,4,2,2
"swps",4,5,5,3,3
"badaniaon",5,7,5,3,5
"badaniaon",1,4,3,1,1
"badaniaon",3,3,5,6,4
"badaniaon",6,5,6,6,5
"badaniaon",1,4,1,1,1
"badaniaon",4,5,3,3,2
"badaniaon",4,4,4,4,3
"swps",2,2,3,6,2
"swps",2,6,2,1,2
"swps",5,6,6,6,6
"swps",6,6,6,5,7
"badaniaon",5,1,5,3,4
"swps",6,7,6,6,7
"swps",4,4,4,2,2
"badaniaon",5,5,6,5,5
"swps",2,2,2,4,2
"swps",6,6,6,6,5
"swps",4,7,6,7,4
"swps",4,6,4,3,1
"swps",4,5,6,6,3
"swps",4,5,4,4,3
"swps",1,5,1,1,1
"swps",2,4,3,2,1
"swps",5,4,5,4,3
"swps",7,7,7,7,7
"swps",4,3,5,4,5
"swps",6,6,7,7,7
"swps",5,5,6,3,4
"badaniaon",4,5,5,6,4
"badaniaon",1,3,2,4,5
"uniporto",6,6,6,5,5
"uniporto",5,4,5,4,6
"uniporto",6,6,6,7,6
"uniporto",5,3,5,5,5
"uniporto",5,6,6,6,5
"uniporto",6,6,6,5,1
"uniporto",6,2,3,3,3
"uniporto",6,5,5,5,3
"uniporto",3,1,6,6,2
"uniporto",5,5,5,5,5
"uniporto",5,7,6,6,6
"uniporto",7,6,7,7,6
"uniporto",6,6,7,5,6
"uniporto",6,5,6,6,2
"uniporto",6,5,6,5,5
"unibelgrade",5,7,6,7,6
"unibelgrade",5,6,7,5,6
"unibelgrade",5,5,6,6,5
"unibelgrade",3,4,6,6,3
"unibelgrade",2,5,5,5,3
"unibelgrade",5,5,7,6,5
"unibelgrade",3,5,4,4,3
"unibelgrade",2,5,5,6,2
"unibelgrade",5,4,4,6,5
"unibelgrade",2,6,5,5,2
"unibelgrade",6,6,6,6,3
"unibelgrade",4,5,6,6,2
"unibelgrade",4,6,6,6,3
"unibelgrade",6,5,6,6,4
"unibelgrade",6,6,6,7,5
"unibelgrade",6,6,7,7,6
"unibelgrade",4,5,6,6,6
"unibelgrade",5,6,6,6,4
"unibelgrade",6,6,6,6,6
"unibelgrade",7,7,7,6,5
"unibelgrade",1,5,3,4,3
"unibelgrade",6,7,6,5,5
"unibelgrade",4,4,4,6,2
"unibelgrade",6,5,7,6,6
"unibelgrade",5,4,6,6,3
"unibelgrade",5,5,6,6,6
"unibelgrade",2,5,4,6,5
"unibelgrade",4,6,6,5,6
"unibelgrade",2,4,4,4,3
"unibelgrade",2,5,6,5,2
"unibelgrade",5,6,3,6,2
"unibelgrade",6,5,7,7,5
"unibelgrade",2,6,2,5,2
"unibelgrade",5,7,6,7,5
"unibelgrade",6,7,7,6,6
"unibelgrade",5,5,6,5,5
"unibelgrade",5,6,7,7,6
"unibelgrade",5,6,6,6,5
"unibelgrade",3,3,4,5,2
"unibelgrade",5,5,6,6,5
"unibelgrade",3,3,6,3,1
"unibelgrade",2,5,6,5,6
"unibelgrade",4,4,6,6,6
"unibelgrade",2,2,5,3,4
"fmkbelgrade",4,7,6,6,2
"fmkbelgrade",6,6,6,7,5
"fmkbelgrade",5,6,6,6,7
"fmkbelgrade",5,2,6,4,2
"fmkbelgrade",7,6,7,7,1
"fmkbelgrade",6,6,7,6,2
"fmkbelgrade",5,6,6,6,4
"fmkbelgrade",4,3,5,5,4
"johannesburg",5,5,5,5,3
"johannesburg",5,6,6,6,6
"johannesburg",6,5,7,7,6
"johannesburg",7,7,7,7,7
"johannesburg",5,5,6,6,5
"johannesburg",3,1,4,2,2
"johannesburg",6,6,6,2,5
"johannesburg",4,1,4,3,2
"johannesburg",6,6,7,6,2
"johannesburg",6,4,6,5,5
"johannesburg",6,5,6,7,5
"johannesburg",6,4,5,5,7
"johannesburgother",6,5,5,3,5
"johannesburgother",5,6,5,6,5
"johannesburgother",2,5,4,2,4
"johannesburgother",5,4,6,4,6
"johannesburgother",6,6,6,6,5
"johannesburgother",7,6,4,6,4
"johannesburgother",5,5,6,5,5
"johannesburgother",6,6,6,6,6
"johannesburgother",4,5,4,6,5
"johannesburgother",3,5,4,5,7
"johannesburg",6,6,6,6,6
"johannesburg",5,6,6,6,3
"johannesburg",3,1,4,4,2
"johannesburg",5,3,5,6,3
"johannesburg",3,2,5,5,5
"johannesburg",2,2,7,6,6
"johannesburg",6,5,5,6,6
"johannesburg",5,5,4,4,6
"johannesburg",5,3,4,6,6
"johannesburg",3,2,4,2,6
"johannesburg",5,6,7,5,6
"udd",6,6,6,6,5
"udd",5,6,6,6,5
"udd",6,6,7,7,7
"udd",5,6,6,6,6
"udd",2,5,3,4,1
"udd",5,4,6,6,3
"udd",2,2,2,2,2
"udd",2,4,2,2,2
"udd",7,7,7,7,7
"udd",5,6,6,6,7
"udd",6,6,7,7,7
"udd",4,5,6,5,3
"udd",2,4,5,3,3
"udd",5,5,6,6,2
"udd",6,7,6,6,6
"udd",6,5,5,5,1
"udd",6,7,6,5,6
"udd",7,6,6,6,6
"udd",4,3,5,5,2
"udd",7,6,7,7,6
"udd",5,5,6,6,6
"udd",6,6,7,6,7
"udd",4,6,5,3,2
"udd",6,6,6,6,6
"udd",6,5,6,7,5
"udd",6,5,6,6,2
"udd",5,6,6,6,7
"udd",5,5,6,5,6
"udd",6,6,6,6,7
"santiagoon",6,6,6,3,2
"santiagoon",6,7,7,6,7
"santiagoon",4,4,5,4,3
"santiagoon",6,6,6,7,7
"santiagoon",5,7,6,6,7
"udd",3,6,5,2,5
"udd",5,6,6,7,4
"santiagoon",5,6,6,6,6
"udd",2,4,4,5,2
"santiagoon",6,6,6,6,6
"santiagoon",5,7,6,5,6
"santiagoon",6,6,6,6,5
"santiagoon",5,6,6,6,5
"santiagoon",6,7,6,7,7
"santiagoon",5,4,6,6,6
"santiagoon",5,3,4,5,7
"santiagoon",3,5,4,6,4
"santiagoon",3,7,6,7,7
"santiagoon",5,4,6,6,4
"santiagoon",5,6,7,5,7
"santiagoon",5,5,4,6,3
"santiagoon",5,6,7,5,6
"udd",5,5,4,5,6
"santiagoon",5,6,7,7,5
"santiagoon",6,6,6,4,5
"udd",4,4,4,3,2
"udd",6,5,6,6,7
"udd",5,6,6,6,6
"udd",2,3,3,2,3
"udd",5,3,5,6,5
"udd",3,4,5,6,5
"santiagoon",7,6,7,7,7
"udd",3,7,6,6,6
"udd",6,7,6,6,6
"udd",6,7,7,7,7
"udd",3,3,4,4,3
"santiagoon",6,6,6,6,5
"santiagoon",6,6,6,5,6
"santiagoon",5,5,5,5,5
"santiagoon",5,6,6,7,4
"santiagoon",4,6,6,5,7
"santiagoon",3,5,5,5,2
"santiagoon",5,6,6,6,5
"santiagoon",6,7,6,7,6
"santiagoon",6,7,5,6,6
"udd",3,3,4,2,3
"udd",3,5,4,2,5
"santiagoon",7,7,7,7,6
"udd",6,6,6,6,6
"udd",7,6,7,6,7
"santiagoon",5,6,5,5,6
"santiagoon",5,4,3,4,3
"santiagoon",5,6,6,5,5
"santiagoon",6,6,6,6,6
"santiagoon",5,5,6,4,6
"udd",6,7,6,6,6
"udd",3,4,6,6,2
