"g","sysjust1","sysjust2","sysjust3","sysjust4","sysjust5","sysjust6","sysjust7","sysjust8"
"laurier ",4,2,3,3,5,3,6,2
"laurier ",5,5,5,6,5,4,5,5
"laurier ",3,5,3,6,6,2,3,2
"laurier ",5,5,5,5,5,3,2,4
"laurier ",3,5,5,5,3,5,5,5
"laurier ",2,3,4,2,2,2,3,2
"laurier ",6,5,6,7,4,6,5,5
"laurier ",5,6,5,5,6,3,6,2
"laurier ",5,5,5,6,6,5,4,3
"laurier ",4,4,6,6,5,5,3,2
"laurier ",5,3,3,2,3,5,2,5
"laurier ",3,3,3,3,5,5,2,3
"laurier ",6,6,7,7,6,6,6,5
"laurier ",2,4,4,7,4,4,4,4
"laurier ",3,4,5,5,5,6,4,3
"laurier ",3,2,4,6,5,3,5,3
"laurier ",3,5,5,5,4,4,3,4
"laurier ",1,5,6,5,5,5,7,7
"laurier ",5,5,5,6,5,5,6,5
"laurier ",3,6,6,5,6,5,6,3
"laurier ",5,2,4,7,5,7,3,3
"ithaca  ",4,5,5,2,4,2,4,4
"ithaca  ",3,3,3,5,5,5,5,3
"ithaca  ",3,4,2,2,4,3,5,2
"ithaca  ",1,2,2,1,2,1,1,1
"ithaca  ",3,6,4,6,3,2,7,1
"ithaca  ",5,5,5,6,4,4,5,2
"laurier ",5,6,6,6,5,5,6,4
"laurier ",2,4,3,3,3,6,3,4
"laurier ",4,5,3,5,5,3,3,4
"laurier ",5,4,4,6,6,2,4,3
"swpson  ",2,1,2,4,1,3,1,1
"laurier ",3,4,6,6,6,5,2,5
"laurier ",4,3,5,4,3,5,3,4
"laurier ",3,6,6,7,6,5,6,4
"laurier ",3,5,4,4,3,3,4,2
"laurier ",5,5,4,6,6,2,5,5
"laurier ",6,5,6,3,5,2,5,4
"laurier ",5,5,4,5,6,7,6,5
"laurier ",3,6,6,6,7,5,3,4
"laurier ",6,4,6,5,5,3,5,3
"laurier ",5,5,5,6,2,6,3,5
"ufl     ",3,2,4,6,5,4,5,5
"laurier ",3,3,3,5,5,2,2,3
"laurier ",4,4,4,5,6,2,4,4
"uva     ",3,5,5,4,4,5,3,4
"laurier ",3,3,3,7,6,2,4,3
"uva     ",6,6,6,5,4,5,6,5
"uva     ",3,3,6,3,5,5,6,3
"uva     ",4,3,4,5,5,3,3,3
"wpi     ",4,3,7,4,2,5,5,5
"wpi     ",4,4,3,4,5,3,2,3
"laurier ",3,4,5,6,4,5,4,5
"laurier ",5,3,4,6,3,2,3,2
"laurier ",3,4,7,4,7,3,6,2
"laurier ",5,4,4,6,5,5,5,4
"laurier ",3,5,5,6,7,4,4,4
"laurier ",3,5,5,6,6,5,4,4
"laurier ",6,6,6,6,6,6,5,4
"laurier ",5,5,6,7,6,7,3,2
"laurier ",2,4,3,4,5,2,2,3
"laurier ",3,1,2,5,2,5,3,2
"laurier ",6,3,3,6,4,7,4,5
"laurier ",3,4,6,5,5,5,6,4
"laurier ",3,3,5,5,4,4,4,4
"laurier ",1,5,5,6,2,1,2,1
"laurier ",5,6,5,6,4,5,4,3
"uva     ",5,5,3,7,7,5,6,4
"laurier ",5,6,7,6,6,5,7,6
"msvu    ",3,3,4,7,4,1,4,4
"uva     ",3,2,4,3,3,2,3,3
"uva     ",3,3,5,4,3,2,3,4
"msvu    ",1,3,4,6,5,3,4,3
"ithaca  ",2,2,4,7,4,2,3,3
"laurier ",6,5,6,6,6,6,6,3
"uva     ",2,1,3,2,2,3,3,3
"laurier ",5,5,4,4,5,5,4,4
"laurier ",6,6,6,6,6,6,4,5
"laurier ",2,5,5,6,5,3,5,4
"laurier ",3,5,4,7,6,6,6,6
"uva     ",5,6,5,2,4,4,5,5
"laurier ",4,5,5,6,4,4,3,2
"uva     ",5,3,3,5,5,5,5,5
"laurier ",5,6,5,6,5,6,6,5
"uva     ",3,4,4,3,4,4,4,4
"laurier ",2,4,4,3,5,2,4,3
"laurier ",3,6,6,7,3,4,5,4
"laurier ",6,4,6,6,4,3,6,5
"laurier ",6,6,6,6,6,3,4,6
"uva     ",5,5,6,7,7,3,4,3
"laurier ",5,5,4,4,5,3,3,3
"laurier ",5,5,4,6,6,3,3,4
"laurier ",3,4,3,6,5,6,3,3
"laurier ",4,5,5,5,3,1,3,2
"uva     ",4,3,4,4,2,4,3,4
"laurier ",6,6,6,6,7,6,5,3
"uva     ",2,3,4,4,2,4,3,3
"laurier ",5,4,3,5,4,2,5,2
"laurier ",3,2,4,4,4,3,4,3
"uva     ",2,4,4,5,5,5,4,3
"laurier ",3,4,4,6,3,3,3,4
"uva     ",2,2,4,5,4,3,4,2
"laurier ",5,3,5,7,1,3,7,3
"laurier ",5,5,4,7,6,6,4,5
"laurier ",1,6,6,6,3,2,6,3
"sdsu    ",5,4,3,6,5,6,2,5
"laurier ",5,5,6,6,6,3,5,4
"laurier ",3,5,4,6,7,1,3,3
"sdsu    ",3,5,4,7,4,5,4,5
"laurier ",6,5,5,6,6,5,4,5
"sdsu    ",2,4,4,3,5,2,2,4
"laurier ",3,3,6,7,6,5,5,5
"csun    ",3,3,3,4,3,4,3,5
"laurier ",2,6,7,1,1,1,7,1
"csun    ",2,3,4,4,5,2,3,2
"laurier ",3,5,6,5,6,2,4,6
"sdsu    ",3,2,4,2,3,4,3,4
"laurier ",5,2,3,6,6,6,3,4
"laurier ",5,6,5,6,6,3,4,5
"laurier ",5,3,5,4,5,4,3,5
"ithaca  ",5,4,4,4,5,6,4,5
"csun    ",5,4,3,6,6,5,3,5
"csun    ",2,4,3,4,5,4,5,4
"luc     ",5,5,2,7,5,6,6,5
"csun    ",2,4,4,6,4,5,1,3
"sdsu    ",4,3,2,2,3,3,4,2
"sdsu    ",5,5,5,6,6,5,3,6
"sdsu    ",6,5,3,1,4,2,2,4
"csun    ",3,4,4,6,4,3,3,4
"sdsu    ",5,2,2,3,6,2,5,1
"csun    ",3,3,2,7,3,3,3,4
"wku     ",4,4,4,7,4,4,3,4
"ithaca  ",3,3,3,2,5,2,4,2
"ithaca  ",6,5,3,5,5,3,6,5
"wku     ",3,4,3,4,5,4,5,3
"luc     ",6,5,5,4,5,7,2,7
"csun    ",3,4,3,7,5,1,2,4
"csun    ",4,4,3,5,4,7,4,4
"swpson  ",2,6,2,5,6,7,3,5
"csun    ",1,1,1,2,2,1,1,1
"csun    ",4,5,4,6,6,7,5,5
"sdsu    ",2,2,4,4,4,2,3,3
"sdsu    ",4,2,2,3,3,2,4,2
"brasilia",1,3,3,4,4,1,4,3
"sdsu    ",6,3,4,7,5,5,4,4
"csun    ",2,3,3,3,3,3,4,3
"csun    ",5,3,4,6,3,6,4,4
"csun    ",3,4,3,4,4,4,2,2
"csun    ",4,4,4,4,5,5,4,4
"csun    ",2,2,4,5,5,3,4,3
"sdsu    ",5,3,4,6,3,3,3,3
"sdsu    ",3,2,2,6,5,7,1,5
"sdsu    ",3,2,4,5,4,3,5,2
"sdsu    ",3,2,2,5,5,5,4,3
"csun    ",2,3,3,7,5,4,2,4
"conncoll",5,3,7,2,4,3,7,7
"conncoll",3,2,3,3,3,2,4,2
"conncoll",2,2,1,1,4,2,2,1
"conncoll",3,3,4,4,2,1,3,3
"conncoll",2,2,3,4,4,1,4,2
"conncoll",3,2,3,5,5,5,3,3
"conncoll",3,2,3,4,4,5,5,5
"conncoll",3,1,3,3,3,3,2,1
"conncoll",3,4,4,4,4,4,3,4
"conncoll",4,5,5,4,4,2,4,5
"conncoll",3,6,6,7,7,7,4,5
"conncoll",4,2,4,3,2,1,3,1
"brasilia",3,1,5,6,1,1,6,1
"conncoll",5,5,5,5,5,4,5,3
"conncoll",5,5,4,3,6,3,4,4
"conncoll",2,1,1,1,2,6,1,1
"conncoll",2,5,1,1,1,1,4,1
"conncoll",2,3,3,1,3,7,2,1
"csun    ",2,4,4,6,4,4,4,4
"conncoll",3,3,5,3,2,2,6,2
"csun    ",2,4,5,5,4,1,2,1
"csun    ",3,2,2,6,4,5,4,2
"luc     ",1,1,1,6,1,1,3,1
"mcdaniel",2,1,2,3,3,2,6,3
"csun    ",4,3,3,3,5,6,3,5
"csun    ",4,5,2,7,3,2,2,4
"csun    ",5,5,4,5,5,3,4,3
"csun    ",1,4,5,7,4,2,2,1
"sdsu    ",4,5,6,5,5,6,3,5
"sdsu    ",3,3,3,4,2,3,3,4
"sdsu    ",6,6,6,4,5,3,5,5
"sdsu    ",4,5,4,6,5,3,4,3
"conncoll",3,4,5,4,5,4,6,5
"conncoll",4,4,5,3,3,2,4,5
"csun    ",4,4,4,4,4,4,4,4
"csun    ",2,2,3,5,5,4,2,2
"csun    ",3,2,3,1,3,4,3,4
"conncoll",4,5,5,5,6,2,3,2
"csun    ",2,3,4,4,5,4,3,3
"conncoll",3,3,4,4,3,2,5,2
"csun    ",1,3,4,4,4,5,3,5
"csun    ",2,5,7,5,4,2,2,5
"csun    ",3,3,2,4,5,1,4,2
"csun    ",5,3,3,4,3,4,3,3
"conncoll",6,5,5,7,5,5,5,4
"conncoll",3,3,5,4,4,3,5,3
"conncoll",2,4,3,5,5,3,3,3
"conncoll",4,4,5,6,3,5,4,5
"conncoll",3,5,5,6,4,3,5,4
"conncoll",2,4,4,5,4,3,5,5
"conncoll",3,3,3,5,4,1,5,1
"conncoll",5,3,4,2,5,1,3,2
"conncoll",3,5,5,6,6,3,5,3
"conncoll",3,4,4,3,3,3,4,3
"csun    ",4,5,3,6,5,4,3,3
"mcdaniel",3,3,3,7,3,3,5,2
"luc     ",5,6,2,4,5,1,4,7
"csun    ",5,3,3,4,4,3,4,5
"csun    ",2,3,1,4,4,5,3,4
"csun    ",1,3,2,6,5,7,3,5
"csun    ",4,3,3,6,4,4,3,4
"mcdaniel",1,3,2,4,3,2,2,2
"csun    ",5,4,4,NA,5,3,3,3
"csun    ",1,1,2,2,2,1,1,1
"csun    ",1,1,1,4,3,1,2,4
"csun    ",1,4,3,4,4,3,1,7
"csun    ",1,2,1,4,4,5,3,3
"csun    ",5,4,4,5,4,7,5,4
"csun    ",3,1,3,7,5,5,1,5
"csun    ",5,1,1,2,2,2,1,2
"conncoll",5,4,4,6,5,4,4,4
"conncoll",4,4,4,4,4,7,7,7
"csun    ",4,4,4,7,5,4,2,5
"conncoll",2,2,3,1,6,2,7,1
"conncoll",5,5,6,3,5,3,5,3
"conncoll",2,2,5,3,3,3,4,2
"conncoll",6,6,5,3,5,6,4,5
"conncoll",5,2,3,3,4,1,4,1
"conncoll",3,5,4,5,3,1,6,1
"conncoll",5,5,6,5,5,5,4,4
"conncoll",5,2,5,3,4,2,4,3
"conncoll",2,3,4,1,5,2,2,4
"conncoll",2,3,4,3,4,3,4,3
"conncoll",5,5,3,7,5,3,4,4
"conncoll",3,5,7,6,5,1,5,5
"conncoll",2,4,5,6,5,2,3,2
"conncoll",5,4,6,7,6,5,5,5
"conncoll",3,2,3,1,4,1,2,1
"conncoll",5,5,6,5,5,2,6,3
"csun    ",3,3,4,5,5,2,3,1
"csun    ",5,3,2,4,3,5,1,2
"csun    ",3,3,4,2,3,3,1,2
"csun    ",4,4,6,7,5,4,5,3
"csun    ",3,NA,4,4,4,3,4,3
"csun    ",5,4,4,5,3,7,2,4
"csun    ",6,4,5,2,4,7,6,5
"csun    ",4,NA,3,7,6,6,7,7
"csun    ",3,4,5,4,3,3,5,3
"vcu     ",6,1,3,4,3,1,4,5
"csun    ",4,5,5,6,4,5,6,5
"csun    ",5,7,1,7,7,1,3,1
"csun    ",2,3,2,4,1,1,4,1
"csun    ",2,2,3,7,3,3,3,3
"csun    ",4,4,4,4,3,3,4,4
"csun    ",7,5,6,7,6,6,4,6
"csun    ",4,5,2,6,7,5,3,6
"csun    ",3,4,4,7,5,4,5,3
"csun    ",4,3,4,4,5,3,3,3
"csun    ",1,2,1,3,2,1,1,1
"csun    ",4,4,4,5,4,3,4,4
"csun    ",2,2,5,2,4,2,4,3
"csun    ",3,2,4,5,3,2,4,1
"csun    ",3,4,6,7,6,3,4,1
"csun    ",4,5,4,5,5,4,5,2
"csun    ",1,1,1,4,4,1,1,1
"csun    ",3,3,3,4,5,3,2,3
"csun    ",4,6,5,7,5,3,4,4
"csun    ",4,3,4,4,3,3,1,2
"csun    ",1,2,1,NA,2,3,3,3
"csun    ",2,3,4,5,6,6,1,2
"csun    ",3,4,4,6,4,3,4,3
"csun    ",4,2,6,6,6,4,3,2
"csun    ",5,5,5,4,5,6,3,5
"csun    ",4,3,4,4,5,5,3,5
"csun    ",4,4,4,5,4,7,4,4
"csun    ",4,4,3,4,5,3,4,4
"csun    ",3,2,3,6,3,1,3,4
"charles ",3,3,3,3,4,2,4,3
"charles ",5,2,4,4,2,3,5,5
"charles ",6,3,4,6,4,7,7,6
"charles ",3,2,4,2,1,3,4,3
"charles ",3,2,3,2,1,6,6,2
"charles ",5,4,2,3,4,7,6,4
"charles ",3,2,4,5,3,6,6,5
"charles ",2,1,3,5,3,1,4,3
"charles ",4,3,3,4,3,4,4,3
"csun    ",2,4,5,7,5,6,3,4
"charles ",2,5,6,6,5,3,5,3
"charles ",1,1,1,4,1,7,4,1
"charles ",5,6,5,6,4,3,3,5
"charles ",4,1,3,3,2,4,3,2
"charles ",3,3,4,4,5,5,6,4
"charles ",4,3,3,6,2,4,6,2
"charles ",2,1,1,3,1,6,4,3
"charles ",3,3,3,4,3,6,4,5
"charles ",3,5,2,3,5,2,4,2
"charles ",3,3,2,4,3,3,4,3
"charles ",2,6,2,3,3,4,5,3
"charles ",6,5,4,4,4,4,3,1
"charles ",5,3,4,5,3,6,4,5
"charles ",6,4,3,6,3,6,5,5
"msvu    ",4,3,3,6,5,3,4,3
"msvu    ",4,2,4,6,3,1,5,4
"qccuny2 ",4,3,3,4,4,2,3,4
"qccuny2 ",1,1,1,4,2,1,3,2
"msvu    ",1,6,4,7,5,3,3,3
"msvu    ",4,7,4,7,4,4,4,7
"csun    ",4,4,2,5,4,2,4,2
"qccuny2 ",3,3,5,3,4,2,3,1
"qccuny2 ",7,4,4,7,7,7,1,4
"wl      ",3,5,7,7,6,4,6,6
"luc     ",1,1,3,3,3,2,4,1
"qccuny2 ",4,3,4,5,3,1,3,3
"qccuny2 ",1,2,2,5,4,1,1,2
"msvu    ",3,3,2,6,5,2,3,2
"msvu    ",4,2,4,7,NA,5,4,7
"msvu    ",5,4,4,5,5,5,3,3
"luc     ",5,4,1,1,4,7,1,4
"qccuny2 ",3,2,5,1,1,1,7,3
"msvu    ",4,5,3,5,5,3,5,3
"brasilia",4,2,3,6,2,1,5,1
"qccuny  ",4,5,4,4,5,4,4,5
"vcu     ",5,4,4,3,5,3,6,5
"qccuny  ",1,2,5,4,2,1,2,2
"qccuny  ",4,4,7,7,4,7,4,1
"vcu     ",3,2,3,4,3,1,2,2
"brasilia",2,2,3,3,3,3,6,3
"vcu     ",5,5,6,7,5,3,4,4
"sdsu    ",5,4,4,5,5,3,3,3
"sdsu    ",3,3,4,3,5,3,5,3
"wpi     ",4,4,7,7,4,3,4,4
"sdsu    ",4,4,6,5,5,2,2,5
"sdsu    ",5,3,4,4,5,2,5,4
"wpi     ",6,6,3,5,5,1,2,4
"wpi     ",4,4,4,4,4,3,4,3
"vcu     ",3,3,7,7,6,5,6,5
"vcu     ",4,4,4,3,3,2,4,3
"vcu     ",2,4,2,4,6,3,2,3
"qccuny2 ",4,3,5,5,4,2,6,5
"qccuny2 ",2,4,5,1,4,3,1,3
"qccuny  ",3,3,4,4,6,2,5,3
"wpi     ",5,2,4,7,5,7,3,3
"qccuny  ",2,2,2,5,3,1,2,3
"qccuny  ",4,4,4,4,4,4,4,4
"vcu     ",5,5,2,6,4,4,3,5
"wpi     ",3,3,4,5,5,3,4,4
"vcu     ",5,5,4,5,5,3,3,4
"qccuny  ",3,3,4,7,5,7,7,3
"vcu     ",1,1,1,4,3,1,1,2
"sdsu    ",1,1,2,1,1,2,1,1
"sdsu    ",3,3,4,5,5,6,1,5
"sdsu    ",5,4,4,5,5,3,5,4
"sdsu    ",4,5,3,6,4,2,4,4
"vcu     ",4,4,4,6,4,4,6,3
"brasilia",1,1,1,4,2,1,4,1
"vcu     ",1,2,2,3,3,3,1,1
"vcu     ",3,3,4,4,4,1,4,4
"wpi     ",4,3,5,5,4,3,4,3
"wpi     ",3,3,5,5,3,2,3,3
"wpi     ",4,1,4,7,1,5,3,4
"qccuny  ",3,4,4,4,3,1,4,3
"vcu     ",4,1,4,7,3,7,2,2
"qccuny  ",5,4,3,7,6,7,1,4
"qccuny  ",5,6,4,2,3,5,2,3
"qccuny2 ",5,1,5,2,5,2,1,1
"wpi     ",1,1,2,1,2,1,6,1
"qccuny  ",3,4,4,3,4,6,1,3
"qccuny2 ",3,4,4,6,4,6,4,4
"vcu     ",2,5,5,7,5,7,4,4
"vcu     ",3,4,5,4,3,3,4,3
"vcu     ",5,3,4,4,5,3,3,3
"luc     ",3,5,4,5,5,3,4,4
"luc     ",2,3,4,4,3,1,3,3
"luc     ",2,1,3,6,3,2,5,1
"luc     ",4,5,4,2,5,1,3,4
"conncoll",3,6,2,5,2,6,2,2
"csun    ",4,4,1,5,7,1,1,1
"conncoll",3,2,4,3,5,3,2,4
"conncoll",6,7,7,7,6,3,7,3
"conncoll",4,4,4,5,4,1,3,3
"conncoll",3,3,4,2,4,2,4,3
"conncoll",5,6,6,5,5,3,5,5
"conncoll",4,4,4,4,5,4,4,4
"conncoll",5,4,5,4,4,4,3,3
"conncoll",1,2,1,7,4,3,4,5
"conncoll",2,2,5,5,3,4,4,5
"conncoll",3,5,6,3,6,1,6,3
"conncoll",3,5,5,6,4,2,6,2
"conncoll",2,3,4,6,4,2,4,3
"conncoll",5,5,5,7,5,4,5,5
"conncoll",2,3,5,3,5,2,6,2
"conncoll",5,5,6,7,4,5,6,4
"wl      ",6,6,4,6,7,7,3,6
"wl      ",3,3,2,3,2,1,4,3
"wl      ",5,1,4,2,3,6,2,4
"wl      ",2,2,5,4,4,2,5,3
"wl      ",2,3,2,1,3,1,4,2
"conncoll",5,3,5,6,6,5,3,5
"conncoll",2,2,3,2,3,2,4,3
"conncoll",3,5,4,1,1,1,4,2
"conncoll",1,2,4,5,5,1,1,1
"conncoll",2,3,3,3,5,1,NA,3
"conncoll",3,3,3,4,5,1,5,3
"conncoll",3,3,5,1,5,5,5,2
"conncoll",2,2,3,4,3,3,6,3
"conncoll",2,3,3,3,3,1,4,2
"conncoll",1,1,1,2,2,1,2,1
"conncoll",5,3,4,3,5,5,6,5
"conncoll",2,4,7,5,6,1,2,3
"conncoll",5,2,5,7,5,6,5,5
"conncoll",3,3,3,4,5,1,2,6
"wl      ",3,3,6,6,5,3,4,2
"csun    ",2,3,3,5,4,3,3,4
"csun    ",4,2,5,6,6,2,3,2
"csun    ",2,2,2,6,4,4,2,2
"conncoll",5,6,6,7,6,6,6,5
"conncoll",6,5,6,6,6,5,6,5
"conncoll",2,3,2,2,2,1,4,1
"conncoll",2,3,2,5,3,1,3,2
"conncoll",3,2,4,5,3,4,3,2
"conncoll",6,4,4,4,4,2,4,2
"conncoll",1,1,3,4,4,2,3,2
"conncoll",3,3,4,3,4,3,4,2
"conncoll",5,5,6,4,3,3,4,4
"conncoll",5,5,6,4,5,3,5,4
"conncoll",3,3,5,7,4,5,4,5
"conncoll",6,4,7,7,6,7,7,5
"conncoll",5,5,6,6,6,6,2,5
"conncoll",6,7,6,1,7,1,7,1
"conncoll",2,4,7,6,3,1,4,5
"csun    ",4,3,4,6,3,6,2,4
"csun    ",3,2,3,6,5,7,3,3
"csun    ",5,6,3,7,3,3,7,1
"csun    ",4,3,1,3,4,1,5,1
"csun    ",7,5,7,7,5,7,1,7
"qccuny  ",3,2,6,4,5,4,4,3
"qccuny  ",1,2,1,4,2,3,1,3
"qccuny  ",2,4,3,6,4,2,3,4
"qccuny  ",5,3,2,4,5,4,5,5
"osu     ",4,5,2,3,3,2,3,7
"qccuny  ",2,1,2,3,4,1,4,1
"osu     ",4,4,4,5,5,5,4,4
"osu     ",4,5,5,4,5,5,4,4
"qccuny  ",4,1,3,6,6,4,5,2
"osu     ",2,2,3,2,3,3,5,2
"osu     ",7,7,6,5,7,7,6,7
"osu     ",4,6,5,6,6,5,3,5
"osu     ",5,2,4,7,7,3,3,4
"osu     ",2,5,5,7,6,5,3,5
"osu     ",3,1,2,5,4,3,2,4
"osu     ",3,4,5,7,5,6,4,5
"osu     ",5,5,6,6,5,3,4,3
"osu     ",5,5,6,7,6,1,3,3
"osu     ",5,3,5,7,7,6,6,6
"osu     ",2,NA,2,5,4,3,3,3
"osu     ",1,5,5,6,3,3,2,4
"osu     ",4,3,4,5,4,4,3,3
"osu     ",5,5,5,6,4,4,7,4
"osu     ",3,5,7,2,5,3,6,4
"osu     ",5,5,6,5,2,5,4,1
"osu     ",4,3,7,7,5,3,4,3
"osu     ",3,4,4,3,5,3,5,5
"osu     ",3,4,4,3,4,7,4,5
"osu     ",4,2,3,1,4,3,3,5
"osu     ",4,4,4,5,5,3,4,4
"osu     ",5,5,5,2,5,5,4,3
"osu     ",4,4,4,6,5,3,4,3
"osu     ",5,7,7,4,4,5,4,2
"osu     ",6,3,3,2,6,7,3,7
"osu     ",5,4,4,4,3,7,4,4
"osu     ",4,6,5,6,5,6,5,3
"osu     ",3,1,5,7,5,6,3,2
"osu     ",4,4,NA,5,5,4,4,2
"osu     ",3,4,5,2,5,3,1,3
"osu     ",4,5,4,5,4,5,3,4
"osu     ",2,1,3,3,5,5,3,1
"osu     ",3,1,4,3,5,3,3,1
"osu     ",1,1,3,2,3,2,3,1
"osu     ",3,5,3,6,4,4,3,5
"osu     ",3,2,3,6,4,3,4,3
"osu     ",5,5,5,6,4,3,5,4
"swpson  ",3,2,4,2,3,2,4,2
"qccuny  ",4,4,3,5,5,3,2,4
"ufl     ",2,3,5,3,4,3,3,5
"ufl     ",5,4,4,7,6,1,4,2
"ufl     ",3,1,3,5,3,5,2,5
"sdsu    ",6,5,5,5,5,4,3,5
"sdsu    ",2,3,4,3,4,2,2,1
"sdsu    ",3,2,4,3,3,3,3,4
"osu     ",4,5,4,3,5,5,4,5
"osu     ",3,4,4,5,3,3,3,3
"osu     ",5,3,4,7,5,7,5,3
"osu     ",3,4,4,2,4,2,4,4
"osu     ",2,1,4,4,5,3,4,1
"osu     ",3,3,5,3,3,3,6,4
"osu     ",5,6,6,6,5,4,7,2
"osu     ",3,3,5,5,2,3,1,3
"osu     ",2,3,4,3,3,1,3,2
"osu     ",3,2,1,5,5,4,2,4
"osu     ",5,2,3,6,5,6,3,5
"osu     ",5,3,6,5,6,3,2,3
"osu     ",7,7,7,7,7,7,1,7
"osu     ",3,2,4,6,4,6,3,2
"osu     ",5,5,4,4,4,4,4,5
"osu     ",3,3,3,2,5,3,2,3
"osu     ",3,5,6,2,5,3,3,4
"osu     ",4,5,6,6,5,5,5,4
"osu     ",3,4,3,6,5,6,3,2
"osu     ",5,2,4,5,5,5,2,4
"osu     ",5,5,6,6,6,5,4,5
"osu     ",4,3,3,3,3,2,5,3
"osu     ",4,4,4,5,5,4,5,3
"ufl     ",4,4,5,4,5,5,4,4
"wpi     ",4,2,3,3,5,5,3,3
"vcu     ",4,3,4,4,4,5,4,3
"vcu     ",3,7,6,5,5,1,5,2
"vcu     ",5,5,5,3,4,3,3,4
"wisc    ",3,3,3,3,3,3,3,3
"wisc    ",5,3,3,2,4,3,5,3
"wisc    ",5,3,3,4,2,2,4,4
"sdsu    ",1,2,2,6,4,3,3,5
"wisc    ",5,5,6,3,5,1,6,3
"sdsu    ",6,5,6,5,1,1,6,4
"sdsu    ",5,3,3,7,5,5,4,4
"wisc    ",3,2,3,4,4,5,4,3
"wisc    ",3,3,3,1,3,3,2,4
"osu     ",1,1,1,1,1,1,1,1
"osu     ",5,4,6,6,5,5,5,5
"osu     ",3,4,4,4,5,5,4,4
"osu     ",4,4,3,5,3,3,2,2
"osu     ",4,6,4,3,3,3,5,3
"wisc    ",3,3,5,6,5,4,4,5
"osu     ",5,2,5,2,2,3,2,2
"osu     ",2,3,4,2,2,2,5,1
"osu     ",5,6,6,3,4,5,6,6
"osu     ",3,3,6,2,5,7,4,3
"osu     ",6,5,6,6,5,6,6,4
"osu     ",5,3,5,7,5,5,3,2
"osu     ",5,4,6,7,5,6,5,6
"osu     ",2,4,6,4,3,2,4,4
"osu     ",3,3,4,5,5,3,4,3
"osu     ",5,5,5,4,5,6,3,5
"csun    ",5,5,5,5,3,3,3,3
"osu     ",4,5,6,7,4,3,5,1
"osu     ",4,5,5,2,3,4,5,4
"osu     ",3,3,3,4,3,6,3,5
"osu     ",5,3,3,2,3,2,2,1
"osu     ",4,5,5,2,4,3,5,3
"osu     ",3,5,5,5,3,3,2,5
"osu     ",4,5,6,7,5,6,3,5
"vcu     ",1,1,2,1,4,1,1,1
"vcu     ",4,3,4,5,4,4,4,4
"wisc    ",3,2,4,5,4,7,1,3
"wisc    ",2,5,6,7,5,1,6,2
"wisc    ",4,4,4,5,6,3,4,4
"wisc    ",2,2,4,3,3,2,2,3
"wisc    ",2,3,4,3,5,2,3,2
"wisc    ",3,3,6,5,5,1,6,3
"wisc    ",3,1,2,3,2,2,4,1
"wisc    ",3,2,4,4,4,3,4,3
"luc     ",5,5,6,6,6,4,3,1
"wisc    ",3,3,5,3,5,1,4,2
"osu     ",4,3,6,6,5,4,5,3
"osu     ",5,5,5,4,4,7,7,3
"osu     ",5,5,2,6,6,6,2,6
"osu     ",3,5,5,4,4,5,4,4
"osu     ",2,1,4,5,2,2,2,2
"osu     ",2,5,4,5,5,2,5,3
"ufl     ",5,4,6,7,5,6,3,3
"ufl     ",4,5,3,4,5,3,4,5
"osu     ",5,3,3,6,6,6,5,5
"osu     ",1,4,3,2,5,2,3,1
"osu     ",4,3,5,5,4,4,4,3
"osu     ",5,1,7,7,4,6,3,5
"osu     ",5,4,4,3,5,6,4,4
"ufl     ",5,3,3,7,5,6,5,5
"osu     ",5,2,5,2,3,1,3,4
"osu     ",5,6,6,7,6,5,4,5
"osu     ",6,5,4,5,5,6,5,6
"osu     ",4,5,5,7,5,7,5,4
"osu     ",3,3,4,2,4,4,5,3
"osu     ",6,2,7,7,2,2,6,2
"osu     ",1,4,3,3,5,1,2,2
"osu     ",3,4,3,4,5,3,4,3
"osu     ",5,5,6,5,5,2,5,5
"osu     ",4,2,3,6,4,5,5,3
"sdsu    ",2,4,4,6,4,4,4,4
"sdsu    ",2,2,5,4,3,3,4,4
"sdsu    ",2,5,5,6,3,5,4,3
"sdsu    ",3,3,2,4,3,2,3,2
"uva     ",2,4,4,3,6,2,4,2
"wisc    ",3,1,3,1,3,1,2,2
"uva     ",3,4,5,5,4,3,5,4
"uva     ",3,2,3,3,4,1,3,1
"uva     ",4,2,5,5,1,1,4,3
"wisc    ",6,6,6,4,4,3,4,5
"wisc    ",4,3,3,3,2,2,4,4
"wisc    ",3,2,3,4,4,2,4,3
"wisc    ",4,2,3,4,2,5,4,3
"wisc    ",3,4,3,7,5,6,4,3
"wisc    ",3,5,3,2,6,6,3,3
"wisc    ",5,1,3,3,5,3,3,2
"wisc    ",4,4,2,6,2,7,2,6
"osu     ",4,1,3,6,4,1,4,5
"ufl     ",5,5,5,5,4,3,5,7
"uva     ",3,5,4,7,5,3,4,4
"uva     ",2,3,5,4,3,1,4,1
"uva     ",6,5,5,7,3,5,5,5
"uva     ",4,3,4,4,4,1,6,3
"wisc    ",3,3,3,5,5,6,4,5
"wisc    ",5,4,4,6,5,3,5,5
"wisc    ",4,2,4,7,5,3,3,3
"wisc    ",4,3,4,5,5,5,5,4
"wisc    ",2,3,5,6,3,2,2,2
"wisc    ",4,3,3,6,4,5,4,4
"wisc    ",2,4,5,7,4,5,5,5
"wisc    ",6,1,4,7,3,5,3,6
